content,published_at,likes,replies,mentioned_topics,additional_themes,attitude_towards_israel,attitude_towards_us,attitude_towards_qatar,attitude_towards_hamas,attitude_confidence,attitude_indicators,intelligence_score,intelligence_markers,insightfulness_score,insight_type,emotional_score
"If true that Israel and the USA wanted Hamas to be in Qatar then it’s very easy, Qatar fix the problem by arresting Hamas and deporting them all to Israel then they have no more problems and Israel can host the negotiations with Hamas nobody else needs to be involved in this internal conflict in Israel.",2025-09-14 19:53:33.068000+00:00,0,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['deportation/extradition', 'state sovereignty and legal feasibility', 'framing the conflict as internal to Israel']",6.0,5.0,3.0,2.0,0.7,"['arresting Hamas and deporting them all to Israel', 'Israel can host the negotiations with Hamas', 'nobody else needs to be involved', 'If true that Israel and the USA wanted Hamas to be in Qatar', 'internal conflict in Israel']",2,['logical_structure'],2,basic_opinion,2
"The US bombs something, then your country (not US) gets bombed in retaliation. The US porposes a peace deal, then your country (not US) gets bombed in 'retaliation'(?). Thinking the US of Idiocracy is the problem alongside iSSrael and England.",2025-09-14 19:53:33.068000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['anti-imperialism', 'retaliation/blowback', 'British complicity']",1.0,1.0,,,0.9,"['US of Idiocracy is the problem', 'iSSrael', 'The US bombs something, then your country gets bombed in retaliation', ""The US proposes a peace deal, then your country gets bombed in 'retaliation'(?)."", 'alongside ... England']",2,"['logical_structure', 'critical_analysis']",2,systemic_critique,4
So poor that all it has is money that line really shows your writing talent. It’s almost a shame it’s being used in geopolitics. Truly poetic and insightful.,2025-09-14 19:53:33.068000+00:00,0,0,[],"['writing_quality', 'meta_commentary', 'rhetoric_in_geopolitics']",,,,,0.9,[],2,['proper_grammar'],2,basic_opinion,2
"It can be said that Israel didn’t use Jordanian and Saudi airspace, as Jordan stated it had denied Israeli permission, and if they had used it illegally, it would have probably resulted in an early warning from the 2 states, however they do use the uncontested airspace over Syria and Iraq for previous strikes and the possibility for refuelling may had occurred over Syria or Iraq as Israel uses KC-707s to refuel their jets, as seen during the air raid over Iran. Additionally from the CCTV and the pictures of the damage, I believe it was not a large sortie (many sources and creators make it out to be an air raid), I believe that it could have been 1 or 2 F-35s with Delilah cruise missiles as only structural damage to one building has been seen, and the CCTV shows just 2 explosions. Aligning with the characteristics the sortie size and of the Delilah missile, this also explains the absence of the Qatari air defence as the launch platform for the missile and the munition itself are hard to detect or track. More technical note, the air defence systems acquired by Qatar would not be optimised for these situations as they’ve been tailored towards Anti-Ballistic missile warfare utilising PAC-2/3 variants with specialised warheads for said munitions, which we had seen in the interception of the Iranian missile attack. Resulting in a possible interception being extremely difficult, on top of this, the NASAMs and other shorter range systems would have been outranged by the Delilah, making detection and interception even more difficult.

Additionally going to the remark of the British KC-30 stationed in Qatar that some stated that it potentially had been used to refuel the Israelis (although CaspianReport debunked it simply), it can be assumed that it was partaking in a training exercise for the Qatari air force (as they use Rafales and Eurofighters) for aerial refuelling as Qatar has on order refuelling aircraft, as this is not an uncommon occurrence for such joint exercises whether its France or Britain do happen. However those already airborne could not do anything as most likely they had no weapons to act with when the strike occurred due to no obvious anticipation of a missile strike.

I have no information regarding if this even happened, but to me, given the information publicly available. It is the only possible explanation of what had happened, and fits the timeline when factoring in the US response to the entire scenario. Just wanted to provide my speculation as many people often discredit the situation as Qatar taking a knee for Israel.",2025-09-14 19:53:33.068000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>]","['Aerial refueling logistics', 'Flight routes over Syria and Iraq', 'Missile type assessment (Delilah)']",5.0,5.0,7.0,,0.6,"['I believe it could have been 1 or 2 F-35s with Delilah cruise missiles', 'this also explains the absence of the Qatari air defence', 'systems ... tailored towards Anti-Ballistic missile warfare ... resulting in a possible interception being extremely difficult', 'those already airborne could not do anything as most likely they had no weapons', 'many people often discredit the situation as Qatar taking a knee for Israel']",4,"['proper_grammar', 'logical_structure', 'evidence_based', 'domain_knowledge', 'nuanced_thinking', 'critical_analysis']",4,counter_argument,2
Everyone in the world wanted Qatar to get hit.  Hard.,2025-09-14 19:53:33.068000+00:00,0,1,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['advocacy of violence', 'overgeneralization/hyperbole']",7.0,,1.0,,0.9,"['Everyone in the world wanted Qatar to get hit. Hard.', 'wanted Qatar to get hit', 'Hard.']",1,['proper_grammar'],1,basic_opinion,5
"If the US, and UK bases get removed from the bases from the Middle-East, the problems will be removed from the earth forever.",2025-09-14 19:53:35.135000+00:00,2,1,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['foreign military bases', 'anti-imperialism', 'regional stability']",,1.0,,,0.9,"['If the US, and UK bases get removed ... the problems will be removed from the earth forever.', 'Implied claim that US bases are the root of all regional problems']",1,[],1,basic_opinion,4
"If that strike was coordinated with Qatar, and as per accusations (not yet proven), Bibi is on Qatar payroll - this operation was Qatars way for  to get rid of Hamas ""guests"" without damaging ties with radical Islam. Israel may have been way more passive player in all this then given credit for - it's easy to blame and shift attention from Qatars schemes.",2025-09-14 19:53:35.135000+00:00,0,4,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.NETANYAHU: 'Netanyahu'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['covert coordination/false flag hypothesis', 'blame shifting/propaganda', 'alleged corruption of leaders']",6.0,,3.0,3.0,0.6,"['If that strike was coordinated with Qatar', 'Bibi is on Qatar payroll (not yet proven)', ""Qatar’s way to get rid of Hamas 'guests'"", 'Israel may have been way more passive', 'shift attention from Qatar’s schemes']",2,"['logical_structure', 'critical_analysis']",2,counter_argument,3
"There was never any hope that the Gaza cease fire talks would ever amount to anything. Israel cannot allow Hamas to continue to exist. Hamas is dedicated to only one thing--the death of all Israelis. You cannot negotiate with such irrational people. Israel knows this. Yet, nearly the entire world has taken the side of the evil Hamas terrorists. The world is completely mad. The talks for a so-called two-state solution are also completely irrational. Neither Israel nor the Palestinians want a two-state solution. Gaza was a ""two-state solution,"" and we know how that turned out. Yet, the world keeps blabbing on about a two-state solution. Gaza was a Palestinian state. All they did with all the money they had was prepare for the destruction of Israel. They spent their money not on helping Palestinian people but on the goal of exterminating all the Jewish nation. The world has gone mad. 
    In the end, Israel will make a deal with the whole world. It will end with 2/3 of all Jews perishing. The rest of the world will fall to the one-world Beast government and will worship the Evil One. Then the destruction of the world will happen. Only a handful of humanity will survive.

So it is written. So it shall be.",2025-09-14 19:53:35.135000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['Two-state solution criticism', 'Apocalyptic prophecy/eschatology', 'Perceived global bias against Israel']",9.0,,,1.0,0.96,"['Israel cannot allow Hamas to continue to exist.', 'Hamas is dedicated to only one thing—the death of all Israelis.', 'You cannot negotiate with such irrational people.', 'evil Hamas terrorists', 'Nearly the entire world has taken the side of the evil Hamas terrorists.']",2,['proper_grammar'],1,basic_opinion,5
"I'd like you to NAME the ""right leaning"" media sources you mentioned----b'cuz THERE ARE NO RIGHT LEANING media sources ....
Good video otherwise ...",2025-09-14 19:53:35.135000+00:00,0,0,[],"['media bias', 'request for sources']",,,,,0.9,"[""NAME the 'right leaning' media sources you mentioned"", 'THERE ARE NO RIGHT LEANING media sources']",2,['critical_analysis'],2,counter_argument,3
"if i am taiwan, i will cold sweating and cold feet by now",2025-09-14 19:53:35.135000+00:00,0,0,"[<VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['Taiwan security', 'Alliance credibility', 'Deterrence signaling']",,3.0,,,0.5,"['if i am taiwan, i will cold sweating and cold feet by now', 'Implied skepticism about US security guarantees for allies']",2,['logical_structure'],2,predictive_analysis,3
Israel has defended itself into a 5th country,2025-09-14 19:53:35.135000+00:00,1,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['mission creep under self-defense', 'regional escalation', 'cross-border operations']",3.0,,,,0.78,['Israel has defended itself into a 5th country'],3,"['proper_grammar', 'logical_structure', 'critical_analysis']",2,counter_argument,3
Whatever it takes to eliminate Hamas is worth the heat.,2025-09-14 19:53:35.135000+00:00,3,0,[<VideoTopic.HAMAS: 'Hamas'>],"['ends justify the means', 'collateral damage tolerance', 'realpolitik']",7.0,,,1.0,0.7,"['Whatever it takes', 'eliminate Hamas', 'worth the heat']",2,['proper_grammar'],2,basic_opinion,4
Condemn Israel,2025-09-14 19:53:35.135000+00:00,0,0,[<VideoTopic.ISRAEL: 'Israel'>],,1.0,,,,0.95,['Condemn Israel'],1,['proper_grammar'],1,basic_opinion,4
"Qatar should stop hosting terrorists, simple enough. If you want to be inside the ocidental system, just don't interact with bandits and thugs.",2025-09-14 19:53:35.135000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['alignment with Western bloc', 'counterterrorism norms', 'moral condemnation']",,,3.0,1.0,0.92,"['Qatar should stop hosting terrorists', ""don't interact with bandits and thugs"", 'If you want to be inside the occidental system', 'simple enough']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,4
"Qatar was disgraced with its own money. If you get into bed with imperialism, you will suffer the consequences. If I were Qatar, I would shove their Thaad systems up their ass. No offense! Iran is so pleased about this.",2025-09-14 19:53:35.135000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['anti-imperialism', 'Iranian perspective', 'arms procurement criticism']",,3.0,2.0,,0.84,"['If you get into bed with imperialism, you will suffer the consequences.', 'If I were Qatar, I would shove their Thaad systems up their ass.', 'Qatar was disgraced with its own money.', 'Iran is so pleased about this.']",2,"['proper_grammar', 'domain_knowledge']",2,systemic_critique,5
"An interesting video.  But with regard to the tanker issue, Israel gas it's own mid-air refeuling capability, both with probe and drogue and flying boom refueling apparatus.  This is the only way the Israelis were able to fly F-35s into Iran.  Israeli airborne refueling tankers were orbiting over Syria during that mission into Iran.",2025-09-14 19:53:37.273000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>]","['Aerial refueling capability', 'Israeli operations in Iran/Syria']",5.0,,,,0.75,"['Israel has its own mid-air refueling capability', 'This is the only way the Israelis were able to fly F-35s into Iran', 'Israeli airborne refueling tankers were orbiting over Syria']",3,"['logical_structure', 'evidence_based', 'domain_knowledge']",4,factual_correction,1
"International law is a joke, it only applies to the small ones, bullies like the USA, NATO and friends never respected it, hypocrisy at it's finest...",2025-09-14 19:53:37.273000+00:00,4,4,[<VideoTopic.UNITED_STATES: 'United States'>],"['international law', 'NATO', 'double standards']",,2.0,,,0.85,"['bullies like the USA, NATO and friends', 'International law is a joke', 'never respected it', ""hypocrisy at it's finest""]",2,['proper_grammar'],2,systemic_critique,4
"So theoretically, Russia could bomb parts of DC to try and wipe out Zelensky??",2025-09-14 19:53:37.273000+00:00,0,1,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['sovereignty norms', 'double standards/hypocrisy', 'assassination precedent']",,3.0,,,0.5,"['So theoretically, Russia could bomb parts of DC', 'to try and wipe out Zelensky??', 'Rhetorical analogy implying acceptance of cross-border strikes would justify similar actions against the US']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,counter_argument,4
"I've got news for you, Shirvan; The Middle East was already shattered. Qatar has been warned. Hamas is rapidly reaching the physical reality that they set in motion on October 7th, 2023. They became, and many still are, dead men walking. This is the meaning of the term. Hamas is history, they just don't admit it. In their festering minds and deep in their cowardly bones, they know it with ever growing certainty. They continue their murderous ways, pretending to 'negotiate' with lives they took hostage. Never forget what they did. This is what retribution looks and feels like. Hamas has no bolt hole that cannot be reached, no hope of survival and no future other than the dusty and dead pages of history.",2025-09-14 19:53:37.273000+00:00,5,9,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['retribution/vengeance', 'hostage-taking', 'inevitability of Hamas defeat']",,,4.0,1.0,0.97,"['Qatar has been warned.', 'Hamas is rapidly reaching the physical reality that they set in motion on October 7th, 2023.', ""They continue their murderous ways, pretending to 'negotiate' with lives they took hostage."", 'This is what retribution looks and feels like.', 'Hamas has no bolt hole that cannot be reached, no hope of survival and no future.']",3,"['proper_grammar', 'logical_structure']",2,basic_opinion,5
